Hour,EArrayMpp,EInvOut,Inv Loss,EACohml,EMVohml,EMVtrfl
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,19151,18853,297.88,0,10.803,183.86
9,44999,44452,546.71,0,60.057,272.58
10,49492,48866,626.3,0,72.576,295.12
11,28720,28343,376.73,0,24.416,208.38
12,53117,52426,691.06,0,83.538,314.87
13,32781,32364,416.33,0,31.836,221.74
14,35820,35374,445.47,0,38.032,232.91
15,32608,32192,415.92,0,31.499,221.14
16,4016.4,3406.5,609.87,0,0.3527,165.04
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,1268.9,567.36,701.56,0,0.0098,164.42
32,60591,59757,833.35,0,108.53,359.89
33,96742,95260,1481.1,0,275.81,661.17
34,88334,87008,1325.4,0,230.09,578.83
35,83521,82284,1236.9,0,205.79,535.05
36,80203,79028,1175.8,0,189.82,506.29
37,90249,88895,1354.1,0,240.18,597
38,92298,90910,1388,0,251.19,616.83
39,56614,55861,753.35,0,94.841,335.23
40,907.19,193.6,713.59,0,0.0011,164.41
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,1506.5,812.95,693.54,0,0.0201,164.44
56,71134,70116,1018,0,149.42,433.53
57,101395,99837,1557,0,302.95,710.06
58,93541,92129,1411.7,0,257.97,629.05
59,82244,81038,1205.8,0,199.6,523.91
60,81474,80284,1190.7,0,195.9,517.25
61,88221,86909,1312,0,229.57,577.89
62,71356,70349,1006.1,0,150.42,435.33
63,22890,22565,325.14,0,15.476,192.28
64,3412.2,2783.2,629.07,0,0.2354,164.83
65,0,0,0,0,0,0
66,0,0,0,0,0,0
67,0,0,0,0,0,0
68,0,0,0,0,0,0
69,0,0,0,0,0,0
70,0,0,0,0,0,0
71,0,0,0,0,0,0
72,0,0,0,0,0,0
73,0,0,0,0,0,0
74,0,0,0,0,0,0
75,0,0,0,0,0,0
76,0,0,0,0,0,0
77,0,0,0,0,0,0
78,0,0,0,0,0,0
79,1254.8,552.85,701.95,0,0.0093,164.42
80,9863.2,9445.3,417.98,0,2.7115,169.29
81,42895,42379,516.54,0,54.586,262.72
82,42560,42050,510.84,0,53.741,261.2
83,25944,25591,352.88,0,19.905,200.26
84,26400,26044,356.1,0,20.616,201.54
85,55958,55219,738.45,0,92.676,331.33
86,81970,80770,1200,0,198.28,521.54
87,66918,65983,934.91,0,132.33,402.74
88,3470.9,2843.4,627.57,0,0.2457,164.85
89,0,0,0,0,0,0
90,0,0,0,0,0,0
91,0,0,0,0,0,0
92,0,0,0,0,0,0
93,0,0,0,0,0,0
94,0,0,0,0,0,0
95,0,0,0,0,0,0
96,0,0,0,0,0,0
97,0,0,0,0,0,0
98,0,0,0,0,0,0
99,0,0,0,0,0,0
100,0,0,0,0,0,0
101,0,0,0,0,0,0
102,0,0,0,0,0,0
103,1084.8,377.15,707.63,0,0.0043,164.41
104,53044,52351,693.11,0,83.298,314.44
105,55211,54481,729.86,0,90.216,326.89
106,66018,65098,919.86,0,128.8,396.4
107,73368,72319,1048.8,0,158.96,450.72
108,64896,63999,897.33,0,124.49,388.62
109,51390,50734,655.98,0,78.23,305.31
110,57532,56769,763.75,0,97.949,340.82
111,8833,8383.8,449.21,0,2.1363,168.25
112,2841.5,2193.3,648.27,0,0.1462,164.67
113,0,0,0,0,0,0
114,0,0,0,0,0,0
115,0,0,0,0,0,0
116,0,0,0,0,0,0
117,0,0,0,0,0,0
118,0,0,0,0,0,0
119,0,0,0,0,0,0
120,0,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,0
125,0,0,0,0,0,0
126,0,0,0,0,0,0
127,923.4,210.32,713.08,0,0.0013,164.41
128,52795,52107,687.74,0,82.524,313.04
129,96920,95442,1478.3,0,276.86,663.07
130,92963,91559,1404.3,0,254.79,623.32
131,83976,82733,1242.4,0,208.04,539.11
132,76907,75792,1115.1,0,174.59,478.87
133,90763,89399,1363.3,0,242.91,601.92
134,101004,99458,1545.4,0,300.65,705.92
135,67611,66662,948.42,0,135.07,407.68
136,3112.7,2473.3,639.39,0,0.1859,164.74
137,0,0,0,0,0,0
138,0,0,0,0,0,0
139,0,0,0,0,0,0
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,0,0,0,0,0,0
144,0,0,0,0,0,0
145,0,0,0,0,0,0
146,0,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,1254.7,552.7,701.97,0,0.0093,164.42
152,69505,68512,992.22,0,142.67,421.37
153,99895,98358,1536.3,0,294.04,694.01
154,96046,94588,1458.1,0,271.93,654.19
155,83854,82617,1237.5,0,207.45,538.06
156,81597,80403,1194.2,0,196.48,518.3
157,89431,88098,1333.7,0,235.89,589.28
158,98611,97117,1494.3,0,286.66,680.72
159,69170,68202,968.78,0,141.38,419.04
160,4653.8,4066.6,587.23,0,0.5026,165.31
161,0,0,0,0,0,0
162,0,0,0,0,0,0
163,0,0,0,0,0,0
164,0,0,0,0,0,0
165,0,0,0,0,0,0
166,0,0,0,0,0,0
167,0,0,0,0,0,0
168,0,0,0,0,0,0
169,0,0,0,0,0,0
170,0,0,0,0,0,0
171,0,0,0,0,0,0
172,0,0,0,0,0,0
173,0,0,0,0,0,0
174,0,0,0,0,0,0
175,1689.3,1001.8,687.44,0,0.0305,164.46
176,77244,76113,1130.7,0,176.08,481.54
177,104934,103309,1625.2,0,324.38,748.66
178,95727,94277,1450.9,0,270.14,650.96
179,85735,84468,1267.1,0,216.85,554.98
180,85285,84026,1259,0,214.59,550.91
181,91772,90401,1370.9,0,248.39,611.78
182,100429,98908,1521.4,0,297.33,699.94
183,76913,75805,1107.9,0,174.65,478.98
184,6348.4,5817.2,531.26,0,1.0285,166.26
185,0,0,0,0,0,0
186,0,0,0,0,0,0
187,0,0,0,0,0,0
188,0,0,0,0,0,0
189,0,0,0,0,0,0
190,0,0,0,0,0,0
191,0,0,0,0,0,0
192,0,0,0,0,0,0
193,0,0,0,0,0,0
194,0,0,0,0,0,0
195,0,0,0,0,0,0
196,0,0,0,0,0,0
197,0,0,0,0,0,0
198,0,0,0,0,0,0
199,1587.7,896.84,690.88,0,0.0244,164.45
200,64533,63630,903.08,0,123.06,386.04
201,101363,99798,1565.8,0,302.71,709.62
202,96953,95468,1484.9,0,277.01,663.34
203,79166,78002,1163.8,0,184.93,497.48
204,87112,85807,1305.8,0,223.78,567.46
205,95592,94133,1458.9,0,269.32,649.48
206,101607,100041,1565.5,0,304.19,712.29
207,78702,77546,1155.9,0,182.77,493.59
208,5773.2,5220.6,552.64,0,0.8284,165.9
209,0,0,0,0,0,0
210,0,0,0,0,0,0
211,0,0,0,0,0,0
212,0,0,0,0,0,0
213,0,0,0,0,0,0
214,0,0,0,0,0,0
215,0,0,0,0,0,0
216,0,0,0,0,0,0
217,0,0,0,0,0,0
218,0,0,0,0,0,0
219,0,0,0,0,0,0
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,8538,8074.6,463.4,0,1.9816,167.97
225,32084,31667,417.14,0,30.478,219.3
226,16037,15762,274.67,0,7.5511,178
227,23546,23206,339.05,0,16.368,193.89
228,22759,22428,331.81,0,15.288,191.94
229,12329,11991,338.2,0,4.3701,172.28
230,8564.2,8103.7,460.59,0,1.9959,168
231,3583.8,2959.1,624.71,0,0.2661,164.88
232,0,0,0,0,0,0
233,0,0,0,0,0,0
234,0,0,0,0,0,0
235,0,0,0,0,0,0
236,0,0,0,0,0,0
237,0,0,0,0,0,0
238,0,0,0,0,0,0
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0,0,0,0,0,0
247,0,0,0,0,0,0
248,16798,16515,282.49,0,8.2899,179.34
249,36152,35696,455.62,0,38.728,234.16
250,49438,48807,631.2,0,72.402,294.81
251,48167,47559,607.38,0,68.747,288.23
252,43467,42942,525,0,56.045,265.35
253,26363,26003,360.43,0,20.551,201.42
254,13773,13484,289.23,0,5.5258,174.36
255,4618.9,4028.7,590.2,0,0.4933,165.29
256,1353.4,654.83,698.59,0,0.013,164.43
257,0,0,0,0,0,0
258,0,0,0,0,0,0
259,0,0,0,0,0,0
260,0,0,0,0,0,0
261,0,0,0,0,0,0
262,0,0,0,0,0,0
263,0,0,0,0,0,0
264,0,0,0,0,0,0
265,0,0,0,0,0,0
266,0,0,0,0,0,0
267,0,0,0,0,0,0
268,0,0,0,0,0,0
269,0,0,0,0,0,0
270,0,0,0,0,0,0
271,2245,1575.8,669.24,0,0.0755,164.54
272,78855,77693,1162.3,0,183.46,494.84
273,100667,99115,1551.7,0,298.58,702.19
274,98085,96584,1500.7,0,283.53,675.07
275,87576,86267,1308.5,0,226.19,571.81
276,87571,86262,1308.4,0,226.16,571.76
277,96131,94671,1459.6,0,272.41,655.05
278,102999,101418,1581.2,0,312.62,727.47
279,83433,82199,1234.4,0,205.36,534.28
280,7391.6,6893,498.64,0,1.4441,167.01
281,0,0,0,0,0,0
282,0,0,0,0,0,0
283,0,0,0,0,0,0
284,0,0,0,0,0,0
285,0,0,0,0,0,0
286,0,0,0,0,0,0
287,0,0,0,0,0,0
288,0,0,0,0,0,0
289,0,0,0,0,0,0
290,0,0,0,0,0,0
291,0,0,0,0,0,0
292,0,0,0,0,0,0
293,0,0,0,0,0,0
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,4594.7,4003.4,591.23,0,0.4871,165.28
297,18648,18354,294.1,0,10.239,182.85
298,75432,74343,1088.9,0,167.98,466.96
299,87880,86572,1308.4,0,227.79,574.69
300,85920,84648,1271.8,0,217.78,556.66
301,68104,67155,949.7,0,137.07,411.28
302,63139,62278,860.91,0,117.88,376.73
303,44965,44423,541.66,0,59.979,272.43
304,1296,595.75,700.27,0,0.0108,164.42
305,0,0,0,0,0,0
306,0,0,0,0,0,0
307,0,0,0,0,0,0
308,0,0,0,0,0,0
309,0,0,0,0,0,0
310,0,0,0,0,0,0
311,0,0,0,0,0,0
312,0,0,0,0,0,0
313,0,0,0,0,0,0
314,0,0,0,0,0,0
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,0,0,0,0,0,0
318,0,0,0,0,0,0
319,3400.9,2770,630.92,0,0.2332,164.82
320,65262,64346,916.09,0,125.84,391.06
321,93535,92110,1424.9,0,257.87,628.85
322,98174,96667,1506.9,0,284.02,675.95
323,86682,85388,1293.9,0,221.61,563.55
324,84405,83155,1250.1,0,210.16,542.94
325,95457,94008,1449,0,268.61,648.2
326,101362,99810,1551.9,0,302.79,709.76
327,75576,74486,1090.3,0,168.63,468.12
328,2674.2,2020.1,654.06,0,0.124,164.63
329,0,0,0,0,0,0
330,0,0,0,0,0,0
331,0,0,0,0,0,0
332,0,0,0,0,0,0
333,0,0,0,0,0,0
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,0,0,0,0,0,0
338,0,0,0,0,0,0
339,0,0,0,0,0,0
340,0,0,0,0,0,0
341,0,0,0,0,0,0
342,0,0,0,0,0,0
343,1082.9,375.13,707.78,0,0.0043,164.41
344,52060,51379,681.6,0,80.232,308.91
345,42309,41793,516.24,0,53.088,260.02
346,33125,32702,422.99,0,32.504,222.95
347,35781,35334,447.66,0,37.946,232.75
348,33330,32906,424.43,0,32.91,223.68
349,15339,15074,265.7,0,6.9058,176.84
350,29280,28895,384.7,0,25.376,210.11
351,50689,50036,653.34,0,76.094,301.46
352,9846,9426.9,419.17,0,2.701,169.27
353,0,0,0,0,0,0
354,0,0,0,0,0,0
355,0,0,0,0,0,0
356,0,0,0,0,0,0
357,0,0,0,0,0,0
358,0,0,0,0,0,0
359,0,0,0,0,0,0
360,0,0,0,0,0,0
361,0,0,0,0,0,0
362,0,0,0,0,0,0
363,0,0,0,0,0,0
364,0,0,0,0,0,0
365,0,0,0,0,0,0
366,0,0,0,0,0,0
367,1089.1,381.55,707.57,0,0.0044,164.41
368,61479,60631,848.27,0,111.73,365.65
369,104603,102979,1624.1,0,322.32,744.94
370,100005,98467,1538.3,0,294.69,695.18
371,92947,91536,1410.9,0,254.67,623.09
372,89447,88101,1346.4,0,235.91,589.31
373,98240,96737,1503.4,0,284.42,676.69
374,104689,103072,1617.7,0,322.9,745.98
375,86930,85629,1301.5,0,222.85,565.79
376,3302.4,2668.7,633.75,0,0.2165,164.79
377,0,0,0,0,0,0
378,0,0,0,0,0,0
379,0,0,0,0,0,0
380,0,0,0,0,0,0
381,0,0,0,0,0,0
382,0,0,0,0,0,0
383,0,0,0,0,0,0
384,0,0,0,0,0,0
385,0,0,0,0,0,0
386,0,0,0,0,0,0
387,0,0,0,0,0,0
388,0,0,0,0,0,0
389,0,0,0,0,0,0
390,0,0,0,0,0,0
391,0,0,0,0,0,0
392,5139.9,4565.8,574.07,0,0.6336,165.55
393,19506,19203,303.33,0,11.208,184.59
394,80695,79503,1191.8,0,192.11,510.42
395,91159,89780,1378.7,0,244.99,605.66
396,91322,89941,1381.6,0,245.86,607.24
397,93252,91839,1413.8,0,256.35,626.12
398,68966,67991,974.73,0,140.5,417.47
399,47474,46884,590.53,0,66.807,284.73
400,10842,10456,385.32,0,3.3232,170.39
401,0,0,0,0,0,0
402,0,0,0,0,0,0
403,0,0,0,0,0,0
404,0,0,0,0,0,0
405,0,0,0,0,0,0
406,0,0,0,0,0,0
407,0,0,0,0,0,0
408,0,0,0,0,0,0
409,0,0,0,0,0,0
410,0,0,0,0,0,0
411,0,0,0,0,0,0
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,2858,2208.7,649.3,0,0.1483,164.67
416,81256,80047,1208.4,0,194.75,515.17
417,100857,99302,1555.1,0,299.71,704.22
418,100824,99273,1551.5,0,299.53,703.9
419,89342,87998,1344.6,0,235.36,588.31
420,90150,88792,1357.6,0,239.62,596
421,95767,94309,1457.5,0,270.33,651.3
422,96736,95264,1472,0,275.83,661.2
423,83693,82454,1239,0,206.64,536.58
424,12411,12077,333.92,0,4.4331,172.39
425,0,0,0,0,0,0
426,0,0,0,0,0,0
427,0,0,0,0,0,0
428,0,0,0,0,0,0
429,0,0,0,0,0,0
430,0,0,0,0,0,0
431,0,0,0,0,0,0
432,0,0,0,0,0,0
433,0,0,0,0,0,0
434,0,0,0,0,0,0
435,0,0,0,0,0,0
436,0,0,0,0,0,0
437,0,0,0,0,0,0
438,0,0,0,0,0,0
439,2282.7,1614.7,667.94,0,0.0792,164.55
440,77148,76018,1130.1,0,175.64,480.75
441,108736,107046,1690.2,0,348.28,791.7
442,102250,100684,1566.2,0,308.11,719.35
443,90486,89134,1352.2,0,241.47,599.33
444,89342,88013,1328.6,0,235.44,588.46
445,77407,76293,1114,0,176.91,483.04
446,41716,41220,496.72,0,51.641,257.42
447,22718,22395,322.87,0,15.243,191.86
448,10410,10013,397.27,0,3.0473,169.89
449,0,0,0,0,0,0
450,0,0,0,0,0,0
451,0,0,0,0,0,0
452,0,0,0,0,0,0
453,0,0,0,0,0,0
454,0,0,0,0,0,0
455,0,0,0,0,0,0
456,0,0,0,0,0,0
457,0,0,0,0,0,0
458,0,0,0,0,0,0
459,0,0,0,0,0,0
460,0,0,0,0,0,0
461,0,0,0,0,0,0
462,0,0,0,0,0,0
463,2082.1,1407.7,674.44,0,0.0602,164.51
464,78363,77213,1149.8,0,181.2,490.77
465,102202,100627,1574.6,0,307.76,718.73
466,96723,95255,1467.3,0,275.78,661.12
467,92137,90756,1381.8,0,250.34,615.3
468,77046,75939,1107.3,0,175.27,480.09
469,81903,80710,1193.2,0,197.99,521.01
470,44142,43620,521.94,0,57.831,268.57
471,45874,45320,554.63,0,62.425,276.84
472,10307,9908.4,399.08,0,2.9839,169.78
473,0,0,0,0,0,0
474,0,0,0,0,0,0
475,0,0,0,0,0,0
476,0,0,0,0,0,0
477,0,0,0,0,0,0
478,0,0,0,0,0,0
479,0,0,0,0,0,0
480,0,0,0,0,0,0
481,0,0,0,0,0,0
482,0,0,0,0,0,0
483,0,0,0,0,0,0
484,0,0,0,0,0,0
485,0,0,0,0,0,0
486,0,0,0,0,0,0
487,1394.7,697.32,697.35,0,0.0148,164.43
488,29629,29237,391.95,0,25.981,211.2
489,25205,24853,351.91,0,18.773,198.22
490,61254,60412,841.73,0,110.93,364.2
491,78881,77722,1158.6,0,183.6,495.09
492,89810,88455,1354.4,0,237.81,592.73
493,95520,94067,1453,0,268.94,648.8
494,98239,96740,1499,0,284.44,676.72
495,82814,81588,1225.9,0,202.32,528.81
496,16077,15805,272.11,0,7.5924,178.08
497,0,0,0,0,0,0
498,0,0,0,0,0,0
499,0,0,0,0,0,0
500,0,0,0,0,0,0
501,0,0,0,0,0,0
502,0,0,0,0,0,0
503,0,0,0,0,0,0
504,0,0,0,0,0,0
505,0,0,0,0,0,0
506,0,0,0,0,0,0
507,0,0,0,0,0,0
508,0,0,0,0,0,0
509,0,0,0,0,0,0
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,4733.9,4146.3,587.6,0,0.5225,165.35
513,9522.4,9091,431.41,0,2.5119,168.93
514,13562,13261,300.79,0,5.3451,174.03
515,19590,19282,307.84,0,11.3,184.76
516,23799,23456,343.55,0,16.722,194.52
517,28862,28475,386.14,0,24.645,208.79
518,25878,25519,358.59,0,19.793,200.06
519,21838,21511,326.66,0,14.064,189.74
520,15868,15592,276.21,0,7.3891,177.71
521,0,0,0,0,0,0
522,0,0,0,0,0,0
523,0,0,0,0,0,0
524,0,0,0,0,0,0
525,0,0,0,0,0,0
526,0,0,0,0,0,0
527,0,0,0,0,0,0
528,0,0,0,0,0,0
529,0,0,0,0,0,0
530,0,0,0,0,0,0
531,0,0,0,0,0,0
532,0,0,0,0,0,0
533,0,0,0,0,0,0
534,0,0,0,0,0,0
535,905.13,191.32,713.81,0,0.0011,164.41
536,10633,10237,396.53,0,3.1849,170.14
537,20796,20478,317.31,0,12.746,187.36
538,65974,65041,932.67,0,128.58,395.99
539,77104,75975,1128.7,0,175.44,480.39
540,95122,93672,1450,0,266.69,644.75
541,103487,101889,1597.6,0,315.53,732.71
542,105178,103555,1623.4,0,325.93,751.44
543,58600,57811,789.55,0,101.58,347.36
544,4053.2,3444.8,608.5,0,0.3607,165.05
545,0,0,0,0,0,0
546,0,0,0,0,0,0
547,0,0,0,0,0,0
548,0,0,0,0,0,0
549,0,0,0,0,0,0
550,0,0,0,0,0,0
551,0,0,0,0,0,0
552,0,0,0,0,0,0
553,0,0,0,0,0,0
554,0,0,0,0,0,0
555,0,0,0,0,0,0
556,0,0,0,0,0,0
557,0,0,0,0,0,0
558,0,0,0,0,0,0
559,8338.6,7868.6,470.01,0,1.8818,167.79
560,86971,85663,1308,0,223.03,566.11
561,104080,102468,1611.5,0,319.13,739.19
562,102256,100682,1574,0,308.1,719.33
563,92306,90913,1393.5,0,251.21,616.86
564,94815,93378,1437.1,0,265.02,641.74
565,101780,100219,1560.8,0,305.27,714.24
566,94916,93479,1436.5,0,265.59,642.77
567,97928,96436,1491.7,0,282.66,673.51
568,21410,21094,316.12,0,13.524,188.76
569,0,0,0,0,0,0
570,0,0,0,0,0,0
571,0,0,0,0,0,0
572,0,0,0,0,0,0
573,0,0,0,0,0,0
574,0,0,0,0,0,0
575,0,0,0,0,0,0
576,0,0,0,0,0,0
577,0,0,0,0,0,0
578,0,0,0,0,0,0
579,0,0,0,0,0,0
580,0,0,0,0,0,0
581,0,0,0,0,0,0
582,0,0,0,0,0,0
583,2667.7,2012.8,654.98,0,0.1231,164.63
584,31335,30930,404.69,0,29.077,216.78
585,101346,99792,1554.7,0,302.67,709.56
586,103930,102334,1596.3,0,318.29,737.69
587,95052,93615,1437,0,266.36,644.16
588,92147,90762,1384.8,0,250.38,615.37
589,101244,99697,1546.4,0,302.1,708.53
590,100449,98916,1532.5,0,297.39,700.04
591,92375,90986,1389.2,0,251.61,617.59
592,21772,21454,318.05,0,13.99,189.6
593,0,0,0,0,0,0
594,0,0,0,0,0,0
595,0,0,0,0,0,0
596,0,0,0,0,0,0
597,0,0,0,0,0,0
598,0,0,0,0,0,0
599,0,0,0,0,0,0
600,0,0,0,0,0,0
601,0,0,0,0,0,0
602,0,0,0,0,0,0
603,0,0,0,0,0,0
604,0,0,0,0,0,0
605,0,0,0,0,0,0
606,0,0,0,0,0,0
607,2493.8,1832.9,660.9,0,0.1021,164.59
608,51897,51221,675.2,0,79.742,308.03
609,78138,76994,1144.4,0,180.18,488.92
610,87575,86264,1311.7,0,226.17,571.77
611,92805,91403,1402.5,0,253.92,621.75
612,90546,89186,1360.4,0,241.75,599.84
613,98265,96772,1493.2,0,284.63,677.07
614,66143,65226,916.34,0,129.31,397.31
615,40927,40435,492.17,0,49.694,253.91
616,17977,17691,286.31,0,9.5124,181.54
617,0,0,0,0,0,0
618,0,0,0,0,0,0
619,0,0,0,0,0,0
620,0,0,0,0,0,0
621,0,0,0,0,0,0
622,0,0,0,0,0,0
623,0,0,0,0,0,0
624,0,0,0,0,0,0
625,0,0,0,0,0,0
626,0,0,0,0,0,0
627,0,0,0,0,0,0
628,0,0,0,0,0,0
629,0,0,0,0,0,0
630,0,0,0,0,0,0
631,0,0,0,0,0,0
632,9695.2,9273,422.14,0,2.6135,169.11
633,29142,28763,379.51,0,25.145,209.69
634,13706,13418,287.9,0,5.4719,174.26
635,21353,21040,312.93,0,13.454,188.64
636,66643,65718,924.78,0,131.27,400.84
637,98127,96647,1480.4,0,283.89,675.73
638,88109,86809,1299.7,0,229.04,576.94
639,55453,54729,723.8,0,91.038,328.38
640,10204,9802,401.68,0,2.9202,169.66
641,0,0,0,0,0,0
642,0,0,0,0,0,0
643,0,0,0,0,0,0
644,0,0,0,0,0,0
645,0,0,0,0,0,0
646,0,0,0,0,0,0
647,0,0,0,0,0,0
648,0,0,0,0,0,0
649,0,0,0,0,0,0
650,0,0,0,0,0,0
651,0,0,0,0,0,0
652,0,0,0,0,0,0
653,0,0,0,0,0,0
654,0,0,0,0,0,0
655,0,0,0,0,0,0
656,5197.2,4627,570.21,0,0.6507,165.58
657,12569,12241,327.88,0,4.5543,172.61
658,16616,16340,275.94,0,8.115,179.02
659,26465,26106,359.03,0,20.715,201.71
660,29831,29443,388.21,0,26.348,211.86
661,41415,40913,501.99,0,50.876,256.04
662,18474,18182,291.47,0,10.048,182.5
663,16118,15845,272.62,0,7.6312,178.15
664,9237.8,8799.6,438.21,0,2.3535,168.64
665,0,0,0,0,0,0
666,0,0,0,0,0,0
667,0,0,0,0,0,0
668,0,0,0,0,0,0
669,0,0,0,0,0,0
670,0,0,0,0,0,0
671,0,0,0,0,0,0
672,0,0,0,0,0,0
673,0,0,0,0,0,0
674,0,0,0,0,0,0
675,0,0,0,0,0,0
676,0,0,0,0,0,0
677,0,0,0,0,0,0
678,0,0,0,0,0,0
679,4122.5,3515.1,607.37,0,0.3755,165.08
680,90645,89273,1371.3,0,242.23,600.69
681,113865,112054,1810.4,0,381.63,851.77
682,105439,103810,1629.5,0,327.54,754.34
683,95070,93627,1443.2,0,266.43,644.28
684,95146,93703,1443,0,266.86,645.06
685,106481,104836,1644.9,0,334.04,766.06
686,114581,112765,1816.3,0,386.48,860.51
687,105948,104312,1635.2,0,330.72,760.07
688,33321,32900,420.29,0,32.899,223.66
689,0,0,0,0,0,0
690,0,0,0,0,0,0
691,0,0,0,0,0,0
692,0,0,0,0,0,0
693,0,0,0,0,0,0
694,0,0,0,0,0,0
695,0,0,0,0,0,0
696,0,0,0,0,0,0
697,0,0,0,0,0,0
698,0,0,0,0,0,0
699,0,0,0,0,0,0
700,0,0,0,0,0,0
701,0,0,0,0,0,0
702,0,0,0,0,0,0
703,1156.9,451.66,705.21,0,0.0062,164.42
704,6357.1,5824.5,532.57,0,1.0311,166.26
705,12180,11839,340.3,0,4.2604,172.08
706,22878,22552,325.93,0,15.458,192.25
707,28561,28189,372.18,0,24.152,207.9
708,24525,24186,338.76,0,17.78,196.43
709,45311,44765,545.82,0,60.906,274.1
710,65080,64186,894.14,0,125.22,389.94
711,72060,71039,1020.9,0,153.38,440.67
712,13825,13542,283.75,0,5.5734,174.44
713,0,0,0,0,0,0
714,0,0,0,0,0,0
715,0,0,0,0,0,0
716,0,0,0,0,0,0
717,0,0,0,0,0,0
718,0,0,0,0,0,0
719,0,0,0,0,0,0
720,0,0,0,0,0,0
721,0,0,0,0,0,0
722,0,0,0,0,0,0
723,0,0,0,0,0,0
724,0,0,0,0,0,0
725,0,0,0,0,0,0
726,0,0,0,0,0,0
727,4512,3917.8,594.18,0,0.4665,165.24
728,90376,89011,1365,0,240.81,598.13
729,107195,105532,1662.6,0,338.5,774.08
730,86337,85055,1282.4,0,219.88,560.43
731,88364,87050,1314.2,0,230.31,579.23
732,85037,83784,1253.1,0,213.36,548.69
733,75933,74844,1088.8,0,170.25,471.05
734,102415,100858,1556.7,0,309.17,721.27
735,95664,94227,1436.6,0,269.86,650.46
736,9504.3,9079.4,424.91,0,2.5055,168.92
737,0,0,0,0,0,0
738,0,0,0,0,0,0
739,0,0,0,0,0,0
740,0,0,0,0,0,0
741,0,0,0,0,0,0
742,0,0,0,0,0,0
743,0,0,0,0,0,0
744,0,0,0,0,0,0
745,0,0,0,0,0,0
746,0,0,0,0,0,0
747,0,0,0,0,0,0
748,0,0,0,0,0,0
749,0,0,0,0,0,0
750,0,0,0,0,0,0
751,8691.8,8233.8,458,0,2.0606,168.12
752,92192,90788,1403.6,0,250.52,615.63
753,116713,114833,1880.2,0,400.79,886.28
754,109926,108216,1709.6,0,355.93,805.49
755,101962,100398,1563.7,0,306.36,716.2
756,99789,98265,1523.2,0,293.48,693.01
757,105528,103905,1622.7,0,328.14,755.42
758,112280,110523,1757.1,0,371.27,833.11
759,106528,104886,1642.3,0,334.36,766.64
760,33572,33150,422.04,0,33.401,224.56
761,0,0,0,0,0,0
762,0,0,0,0,0,0
763,0,0,0,0,0,0
764,0,0,0,0,0,0
765,0,0,0,0,0,0
766,0,0,0,0,0,0
767,0,0,0,0,0,0
768,0,0,0,0,0,0
769,0,0,0,0,0,0
770,0,0,0,0,0,0
771,0,0,0,0,0,0
772,0,0,0,0,0,0
773,0,0,0,0,0,0
774,0,0,0,0,0,0
775,1898.8,1218.4,680.4,0,0.0451,164.49
776,30197,29803,394.1,0,26.997,213.03
777,50619,49971,648.44,0,75.895,301.1
778,96978,95499,1479.3,0,277.19,663.66
779,101872,100307,1565.2,0,305.8,715.2
780,98394,96891,1502.8,0,285.33,678.33
781,70715,69711,1004.4,0,147.7,430.43
782,22691,22367,324.85,0,15.205,191.79
783,7836.5,7354,482.53,0,1.6437,167.37
784,4670.9,4083.4,587.53,0,0.5068,165.32
785,0,0,0,0,0,0
786,0,0,0,0,0,0
